host_is_superhost,host_response_time,host_response_rate,host_listings_count,host_has_profile_pic,host_identity_verified,zipcode,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,total_hosting_years,region_by_zipcode
1,within a few hours,1.0,3.0,1,1,78702,30.2775,-97.71398,0,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,225.0,0.0,0.0,500.0,100.0,4,30.0,30,90,0,0,0,0,24,1,93.0,9.0,10.0,10.0,10.0,8.0,9.0,0,strict_14_with_grace_period,0,0,3,2,1,0,0.19,11,East
1,within a few hours,1.0,3.0,1,1,78702,30.27577,-97.71379,1,House,Private room,2,1.0,1.0,2.0,Real Bed,100.0,0.0,0.0,500.0,75.0,2,35.0,30,60,11,11,11,11,9,0,91.0,10.0,8.0,10.0,9.0,10.0,9.0,0,strict_14_with_grace_period,0,0,3,2,1,0,0.07,11,East
1,within an hour,1.0,1.0,1,1,78702,30.261120000000002,-97.73448,1,Guesthouse,Entire home/apt,3,1.0,1.0,2.0,Real Bed,95.0,0.0,0.0,100.0,0.0,2,45.0,2,90,2,11,35,291,499,46,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,0,1,1,1,0,0,3.89,10,East
1,within an hour,1.0,2.0,1,1,78702,30.247729999999997,-97.72584,1,Condominium,Entire home/apt,3,1.0,1.0,1.0,Real Bed,130.0,800.0,1750.0,0.0,0.0,2,15.0,2,120,7,13,37,234,249,31,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,1,1,2,2,0,0,2.4,8,East
1,within an hour,1.0,1.0,1,1,78702,30.26775,-97.72695,1,House,Entire home/apt,10,3.0,5.0,12.0,Real Bed,821.0,4000.0,12000.0,0.0,200.0,10,75.0,2,30,13,22,39,309,126,35,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,0,0,1,1,0,0,2.33,8,East
0,within a day,0.5,1.0,1,0,78702,30.27324,-97.71173,1,House,Private room,2,1.0,1.0,2.0,Real Bed,50.0,0.0,0.0,0.0,0.0,1,0.0,1,10,0,15,45,45,1,0,60.0,10.0,8.0,10.0,10.0,6.0,8.0,0,moderate,0,0,1,0,1,0,0.01,8,East
1,within an hour,1.0,3.0,1,0,78702,30.26278,-97.73529,1,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,176.0,0.0,0.0,500.0,110.0,4,35.0,2,300,12,17,18,112,111,37,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,0,1,3,3,0,0,1.24,8,East
1,within a few hours,1.0,1.0,1,1,78702,30.269840000000002,-97.72874,1,House,Private room,2,1.0,1.0,1.0,Real Bed,85.0,0.0,0.0,300.0,0.0,2,0.0,2,14,12,18,44,75,166,51,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,0,0,1,0,1,0,1.82,8,East
1,unknown,0.0,2.0,1,1,78702,30.260709999999996,-97.73258,1,Bungalow,Entire home/apt,4,1.0,2.0,3.0,Real Bed,225.0,1350.0,3950.0,0.0,100.0,4,100.0,4,30,0,0,0,0,34,1,94.0,9.0,9.0,10.0,10.0,9.0,9.0,1,strict_14_with_grace_period,0,0,2,2,0,0,0.35,8,East
1,within an hour,1.0,1.0,1,1,78702,30.25582,-97.72709,1,Guesthouse,Entire home/apt,3,1.0,0.0,1.0,Real Bed,111.0,0.0,0.0,0.0,0.0,2,10.0,1,5,1,12,39,121,414,67,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,flexible,0,0,1,1,0,0,4.24,8,East
1,within an hour,1.0,1.0,1,1,78702,30.2635,-97.70097,1,House,Entire home/apt,9,1.0,3.0,3.0,Real Bed,184.0,1600.0,0.0,0.0,100.0,3,30.0,2,30,26,52,82,102,71,25,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,0,0,1,1,0,0,1.06,8,East
0,within an hour,1.0,4.0,1,1,78702,30.25409,-97.72565999999999,1,House,Entire home/apt,8,2.0,3.0,4.0,Real Bed,450.0,0.0,3500.0,200.0,45.0,6,25.0,1,15,10,12,12,12,39,18,96.0,9.0,9.0,10.0,10.0,10.0,9.0,0,strict_14_with_grace_period,0,0,4,3,1,0,0.4,8,East
0,within an hour,1.0,4.0,1,1,78702,30.25426,-97.72431,1,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,Futon,81.0,0.0,0.0,100.0,18.0,1,0.0,1,365,0,0,0,0,330,110,91.0,10.0,9.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,0,0,4,3,1,0,3.58,8,East
1,within an hour,1.0,1.0,1,1,78702,30.27917,-97.71564000000001,1,Guesthouse,Entire home/apt,4,1.0,1.0,2.0,Real Bed,90.0,0.0,2150.0,150.0,40.0,2,20.0,1,365,13,33,55,225,579,99,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,0,0,1,1,0,0,6.02,8,East
1,within an hour,1.0,2.0,1,0,78702,30.254340000000003,-97.72825,1,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,375.0,0.0,0.0,500.0,65.0,1,0.0,2,90,9,15,15,15,21,5,97.0,10.0,9.0,10.0,10.0,9.0,9.0,1,moderate,1,1,2,2,0,0,0.23,8,East
1,within an hour,1.0,1.0,1,1,78702,30.28091,-97.70809,1,House,Entire home/apt,10,2.5,3.0,3.0,Real Bed,350.0,0.0,4500.0,500.0,90.0,1,0.0,3,1125,22,52,82,349,33,11,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0,moderate,0,0,1,1,0,0,0.36,8,East
1,within an hour,1.0,2.0,1,1,78702,30.25518,-97.73289,1,House,Entire home/apt,10,3.0,4.0,5.0,Real Bed,525.0,0.0,0.0,500.0,200.0,8,25.0,4,7,6,6,14,28,9,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,1,1,2,1,1,0,0.11,9,East
0,unknown,0.0,1.0,1,1,78702,30.267640000000004,-97.70976,1,House,Entire home/apt,6,1.0,2.0,2.0,Real Bed,250.0,1800.0,4500.0,0.0,85.0,4,25.0,2,1123,30,60,90,365,37,6,92.0,9.0,9.0,10.0,10.0,9.0,9.0,0,moderate,0,0,1,1,0,0,0.4,7,East
1,within an hour,1.0,12.0,1,0,78702,30.2648,-97.73428,1,Townhouse,Entire home/apt,16,3.5,3.0,10.0,Real Bed,200.0,0.0,0.0,0.0,200.0,5,25.0,2,365,6,21,49,314,205,28,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1,strict_14_with_grace_period,0,0,12,5,0,0,2.24,8,East
0,unknown,0.0,1.0,1,0,78702,30.255359999999996,-97.72855,1,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,650.0,5500.0,0.0,500.0,50.0,1,0.0,4,11,0,0,0,0,2,0,90.0,9.0,7.0,9.0,10.0,8.0,8.0,0,strict_14_with_grace_period,0,0,1,1,0,0,0.03,7,East
1,within an hour,1.0,6.0,1,1,78702,30.277520000000003,-97.71919,1,Guesthouse,Entire home/apt,3,1.0,1.0,1.0,Real Bed,95.0,0.0,0.0,200.0,30.0,2,25.0,1,1125,18,38,68,158,403,57,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict_14_with_grace_period,0,0,2,2,0,0,4.37,7,East
1,within an hour,0.98,9.0,1,1,78702,30.27235,-97.72514,1,House,Private room,2,1.0,1.0,1.0,Real Bed,75.0,0.0,0.0,0.0,15.0,2,25.0,2,90,0,0,0,0,435,29,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,0,0,10,5,5,0,4.76,8,East
1,within an hour,1.0,1.0,1,1,78702,30.27508,-97.72995,1,House,Private room,2,1.0,1.0,2.0,Real Bed,65.0,450.0,1200.0,0.0,15.0,1,10.0,1,160,0,0,10,165,137,33,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,1,1,1,0,1,0,1.5,7,East
1,within an hour,1.0,1.0,1,1,78702,30.256,-97.72595,1,House,Entire home/apt,8,1.5,3.0,3.0,Real Bed,200.0,0.0,3000.0,200.0,75.0,4,25.0,2,30,13,20,41,131,163,32,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,0,1,1,1,0,0,1.78,7,East
1,within an hour,1.0,1.0,1,1,78702,30.273740000000004,-97.71887,1,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,67.0,475.0,975.0,0.0,20.0,1,20.0,2,90,4,6,6,205,62,13,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1,moderate,1,0,1,0,1,0,0.68,8,East
0,unknown,0.0,1.0,1,1,78702,30.26496,-97.71495999999999,1,House,Entire home/apt,10,2.0,4.0,6.0,Real Bed,750.0,0.0,0.0,0.0,0.0,2,0.0,1,12,0,0,0,0,125,2,94.0,9.0,9.0,10.0,10.0,9.0,9.0,0,strict_14_with_grace_period,0,0,1,1,0,0,1.36,8,East
0,unknown,0.0,1.0,1,0,78702,30.2582,-97.72019,1,House,Entire home/apt,3,0.0,2.0,1.0,Real Bed,400.0,0.0,0.0,0.0,0.0,1,0.0,3,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,strict_14_with_grace_period,0,0,1,1,0,0,0.0,7,East
0,within a few hours,1.0,1.0,1,1,78702,30.274520000000003,-97.72249000000001,1,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,32.0,0.0,900.0,0.0,95.0,1,0.0,30,1125,0,0,0,47,19,3,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,0,0,1,1,0,0,0.21,7,East
1,within a day,1.0,1.0,1,1,78702,30.26659,-97.73298,1,Loft,Entire home/apt,4,2.0,2.0,2.0,Real Bed,149.0,0.0,3599.0,500.0,50.0,4,20.0,3,60,2,6,20,65,429,71,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,0,1,1,1,0,0,4.67,8,East
1,within an hour,1.0,5.0,1,1,78702,30.27875,-97.72359,1,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,125.0,0.0,0.0,195.0,60.0,2,15.0,1,1124,7,22,49,314,506,119,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1,strict_14_with_grace_period,0,0,5,5,0,0,5.54,7,East
0,unknown,0.0,1.0,1,1,78702,30.25859,-97.72983,1,House,Entire home/apt,4,2.5,3.0,3.0,Real Bed,908.0,0.0,0.0,0.0,100.0,4,0.0,3,1125,0,0,0,0,5,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,0,0,1,1,0,0,0.06,7,East
0,within a few hours,1.0,1.0,1,1,78702,30.251759999999997,-97.7227,1,House,Private room,2,1.5,1.0,1.0,Real Bed,75.0,400.0,1200.0,0.0,25.0,1,0.0,1,40,0,0,0,0,86,25,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,0,0,1,0,1,0,0.94,7,East
1,within an hour,1.0,2.0,1,1,78702,30.257590000000004,-97.71779000000001,1,House,Entire home/apt,4,1.0,1.0,3.0,Real Bed,110.0,0.0,0.0,0.0,100.0,1,0.0,2,90,14,29,59,155,53,30,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,flexible,0,0,2,2,0,0,1.73,7,East
0,within an hour,0.9,1.0,1,1,78702,30.2532,-97.72391,1,House,Entire home/apt,10,4.0,4.0,10.0,Real Bed,500.0,0.0,0.0,1000.0,200.0,1,0.0,2,1125,25,51,74,334,162,85,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1,strict_14_with_grace_period,0,0,1,1,0,0,1.93,7,East
0,within an hour,1.0,1.0,1,1,78702,30.26002,-97.73317,1,House,Entire home/apt,8,2.5,3.0,6.0,Real Bed,258.0,0.0,0.0,1000.0,150.0,4,95.0,1,1125,2,7,12,42,67,8,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict_14_with_grace_period,0,0,1,1,0,0,0.73,7,East
0,unknown,0.0,1.0,1,1,78702,30.27368,-97.71552,1,House,Entire home/apt,5,2.5,2.0,2.0,Real Bed,750.0,4000.0,0.0,500.0,85.0,6,0.0,2,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,moderate,0,0,1,1,0,0,0.0,7,East
1,within a few hours,1.0,1.0,1,0,78702,30.2698,-97.72854,1,Condominium,Entire home/apt,2,1.0,0.0,1.0,Pull-out Sofa,135.0,1189.0,3479.0,300.0,75.0,2,65.0,2,31,8,27,57,147,64,24,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,0,0,1,1,0,0,0.94,7,East
0,within an hour,1.0,2.0,1,1,78702,30.27665,-97.71857,1,House,Private room,2,1.0,1.0,1.0,Real Bed,100.0,650.0,1800.0,200.0,100.0,2,20.0,2,30,21,51,81,356,22,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,0,0,2,1,1,0,0.28,7,East
1,within an hour,0.93,10.0,1,1,78702,30.27215,-97.71916999999999,1,Bungalow,Entire home/apt,6,2.0,2.0,2.0,Real Bed,100.0,0.0,0.0,500.0,90.0,4,50.0,1,60,12,27,54,315,411,47,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,1,1,7,7,0,0,4.79,7,East
1,within a day,1.0,2.0,1,1,78702,30.25739,-97.72915,1,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,195.0,0.0,0.0,1000.0,120.0,4,0.0,3,1125,11,23,41,293,81,33,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,0,0,1,1,0,0,1.01,7,East
0,unknown,0.0,1.0,1,0,78702,30.279870000000003,-97.7117,1,House,Entire home/apt,6,2.0,3.0,1.0,Real Bed,800.0,0.0,0.0,1000.0,100.0,1,0.0,2,30,30,60,90,365,2,0,90.0,9.0,9.0,10.0,10.0,8.0,9.0,0,moderate,0,0,1,1,0,0,0.03,7,East
1,within a day,1.0,2.0,1,1,78702,30.24985,-97.72164000000001,1,House,Entire home/apt,10,3.0,5.0,6.0,Real Bed,1200.0,0.0,0.0,1000.0,150.0,1,0.0,3,14,0,0,0,185,10,2,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,0,0,2,2,0,0,0.13,7,East
0,within a day,1.0,2.0,1,1,78702,30.261329999999997,-97.7179,1,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,449.0,2500.0,0.0,1000.0,75.0,1,0.0,5,31,23,53,83,358,6,1,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict_14_with_grace_period,0,0,2,2,0,0,0.1,7,East
1,within an hour,1.0,2.0,1,1,78702,30.2707,-97.72865,1,House,Entire home/apt,10,2.0,5.0,8.0,Real Bed,1000.0,0.0,0.0,300.0,150.0,13,0.0,2,330,11,34,62,335,202,37,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,0,1,2,2,0,0,2.41,7,East
0,unknown,0.0,1.0,1,0,78702,30.278370000000002,-97.70631,1,House,Entire home/apt,7,1.0,3.0,2.0,Real Bed,2000.0,1200.0,0.0,0.0,50.0,1,0.0,1,1125,0,0,0,0,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,0,0,1,1,0,0,0.03,7,East
0,within an hour,1.0,1.0,1,1,78702,30.269470000000002,-97.72771999999999,1,House,Entire home/apt,7,2.0,3.0,4.0,Real Bed,300.0,2000.0,2400.0,100.0,0.0,1,0.0,5,14,0,2,2,29,22,0,95.0,10.0,8.0,10.0,10.0,10.0,9.0,1,moderate,0,0,1,1,0,0,0.28,7,East
0,unknown,0.0,1.0,1,1,78702,30.26513,-97.71605,1,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,300.0,0.0,0.0,500.0,50.0,5,50.0,3,8,0,0,0,0,13,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,0,0,1,1,0,0,0.19,7,East
1,within an hour,1.0,3.0,1,0,78702,30.2562,-97.72457,1,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,79.0,0.0,0.0,150.0,55.0,2,25.0,2,90,6,12,12,12,301,47,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,0,1,3,3,0,0,3.77,8,East
0,unknown,0.0,1.0,1,1,78702,30.260009999999998,-97.69581,1,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,200.0,1000.0,3500.0,100.0,60.0,1,0.0,3,1125,29,59,89,364,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,flexible,0,0,1,1,0,0,0.0,7,East
1,within a day,1.0,2.0,1,1,78702,30.25093,-97.72231,1,Guesthouse,Entire home/apt,3,1.0,2.0,2.0,Real Bed,100.0,0.0,0.0,150.0,50.0,1,25.0,2,28,17,43,73,163,52,13,99.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict_14_with_grace_period,0,0,2,2,0,0,0.65,7,East
0,unknown,0.0,1.0,1,0,78702,30.25548,-97.7317,1,Guesthouse,Entire home/apt,5,1.0,2.0,3.0,Real Bed,375.0,0.0,0.0,0.0,85.0,4,100.0,2,12,29,59,89,364,6,1,93.0,9.0,8.0,10.0,10.0,10.0,8.0,0,moderate,0,0,1,1,0,0,0.08,6,East
0,unknown,0.0,1.0,1,1,78702,30.27651,-97.71919,1,House,Entire home/apt,6,1.5,2.0,3.0,Real Bed,500.0,0.0,0.0,700.0,100.0,4,25.0,2,1125,0,0,0,0,3,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,0,0,1,1,0,0,0.04,7,East
0,within an hour,1.0,0.0,1,1,78702,30.257609999999996,-97.72863000000001,1,House,Private room,1,1.0,1.0,1.0,Real Bed,72.0,0.0,0.0,200.0,100.0,1,25.0,30,180,21,51,81,171,9,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,0,0,1,0,1,0,0.11,7,East
1,within an hour,0.98,9.0,1,1,78702,30.272040000000004,-97.72384,1,House,Private room,2,1.0,1.0,1.0,Real Bed,75.0,0.0,0.0,100.0,15.0,2,25.0,2,90,10,30,60,335,273,28,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,0,0,10,5,5,0,3.4,8,East
1,within an hour,1.0,2.0,1,1,78702,30.253259999999997,-97.72617,1,Bungalow,Entire home/apt,4,1.0,1.0,1.0,Real Bed,159.0,0.0,2800.0,200.0,75.0,2,29.0,2,14,6,24,54,54,119,80,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,0,0,2,2,0,0,2.01,6,East
0,within an hour,1.0,5.0,1,1,78702,30.252679999999998,-97.72162,1,House,Entire home/apt,8,2.0,4.0,4.0,Real Bed,179.0,1499.0,2999.0,300.0,100.0,4,20.0,3,365,13,32,59,188,24,6,93.0,10.0,9.0,10.0,10.0,10.0,9.0,1,strict_14_with_grace_period,0,0,3,3,0,0,0.55,6,East
0,unknown,0.0,1.0,1,1,78702,30.28087,-97.70546,1,House,Entire home/apt,10,3.0,4.0,8.0,Real Bed,600.0,0.0,0.0,900.0,300.0,1,0.0,3,14,0,0,0,0,6,0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1,moderate,0,0,1,1,0,0,0.08,7,East
0,unknown,0.0,1.0,1,1,78702,30.266479999999998,-97.71475,1,Bungalow,Entire home/apt,2,1.0,1.0,1.0,Real Bed,165.0,0.0,0.0,500.0,70.0,1,0.0,2,9,0,0,0,0,26,0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,0,strict_14_with_grace_period,0,0,1,1,0,0,0.33,6,East
0,within a day,1.0,2.0,1,1,78702,30.27512,-97.71497,1,House,Entire home/apt,8,2.0,3.0,5.0,Real Bed,800.0,10850.0,0.0,0.0,120.0,4,300.0,2,90,30,60,90,365,2,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,0,0,1,1,0,0,0.06,6,East
1,within a few hours,0.9,1.0,1,1,78702,30.260690000000004,-97.72331,1,Villa,Entire home/apt,16,3.0,5.0,7.0,Real Bed,650.0,0.0,0.0,1000.0,170.0,10,85.0,2,1125,15,37,56,328,168,19,97.0,9.0,9.0,10.0,10.0,10.0,9.0,0,strict_14_with_grace_period,1,1,1,1,0,0,2.12,7,East
1,within a few hours,1.0,2.0,1,1,78702,30.2672,-97.71609000000001,1,Bungalow,Entire home/apt,4,2.0,2.0,2.0,Real Bed,300.0,700.0,1700.0,2000.0,100.0,4,25.0,2,300,0,0,0,140,11,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,0,1,2,1,1,0,0.14,6,East
0,within an hour,1.0,2.0,1,1,78702,30.25222,-97.71364,1,Bungalow,Entire home/apt,6,1.0,2.0,2.0,Real Bed,185.0,0.0,4000.0,350.0,80.0,4,0.0,2,90,1,7,7,7,50,11,95.0,9.0,9.0,10.0,10.0,9.0,9.0,0,strict_14_with_grace_period,0,0,2,1,1,0,0.63,7,East
0,within an hour,1.0,4.0,1,1,78702,30.253890000000002,-97.72556999999999,1,Guesthouse,Entire home/apt,1,1.0,1.0,1.0,Real Bed,65.0,0.0,0.0,100.0,25.0,3,50.0,1,1125,0,0,0,0,8,0,93.0,9.0,8.0,10.0,10.0,10.0,9.0,1,strict_14_with_grace_period,0,0,4,3,1,0,0.1,8,East
0,unknown,0.0,1.0,1,0,78702,30.25977,-97.69713,1,House,Private room,8,2.0,1.0,1.0,Real Bed,250.0,0.0,0.0,400.0,0.0,3,100.0,3,14,30,60,90,365,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,flexible,0,0,1,0,1,0,0.0,6,East
1,within an hour,1.0,2.0,1,0,78702,30.254609999999996,-97.7218,1,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,75.0,1050.0,2500.0,0.0,25.0,2,25.0,3,28,0,0,17,17,216,37,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,1,1,2,2,0,0,2.72,7,East
1,within an hour,1.0,2.0,1,1,78702,30.2523,-97.72553,1,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,225.0,0.0,0.0,100.0,75.0,6,0.0,2,1125,13,33,63,146,147,16,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,0,0,1,1,0,0,1.85,7,East
0,unknown,0.0,1.0,1,1,78702,30.27298,-97.71074,1,House,Private room,2,1.5,1.0,1.0,Real Bed,49.0,0.0,0.0,0.0,15.0,1,15.0,2,1125,0,0,0,0,9,0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0,strict_14_with_grace_period,0,0,1,0,1,0,0.21,6,East
0,unknown,0.0,1.0,1,1,78702,30.2731,-97.71986,1,House,Entire home/apt,4,1.0,1.0,3.0,Real Bed,295.0,1925.0,0.0,500.0,95.0,3,50.0,3,21,30,60,90,365,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,moderate,0,0,1,1,0,0,0.0,6,East
1,within an hour,1.0,2.0,1,1,78702,30.25212,-97.72379000000001,1,Bungalow,Entire home/apt,3,1.0,1.0,1.0,Real Bed,97.0,0.0,0.0,200.0,75.0,2,18.0,2,15,0,0,0,0,351,59,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,0,0,2,2,0,0,4.42,6,East
1,within an hour,1.0,1.0,1,0,78702,30.26278,-97.71601,1,House,Entire home/apt,8,2.5,3.0,4.0,Real Bed,350.0,0.0,0.0,0.0,49.0,1,0.0,2,10,0,0,0,0,54,21,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,1,1,1,1,0,0,0.68,7,East
1,within an hour,1.0,3.0,1,1,78702,30.25808,-97.72577,1,House,Entire home/apt,10,2.0,4.0,6.0,Real Bed,576.0,0.0,10500.0,350.0,200.0,6,25.0,2,60,15,38,68,158,122,28,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,0,0,3,3,0,0,1.82,6,East
1,within an hour,1.0,4.0,1,1,78702,30.27468,-97.70331,1,House,Private room,2,1.5,1.0,1.0,Real Bed,40.0,0.0,0.0,0.0,50.0,1,0.0,30,1124,0,0,3,278,14,3,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,1,1,4,1,3,0,0.18,7,East
1,within an hour,1.0,1.0,1,1,78702,30.26125,-97.735,1,Guesthouse,Entire home/apt,4,1.0,0.0,1.0,Pull-out Sofa,120.0,0.0,0.0,150.0,35.0,2,25.0,1,1125,6,20,47,81,111,48,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,0,1,1,1,0,0,3.63,7,East
0,within an hour,1.0,1.0,1,1,78702,30.264609999999998,-97.72974,0,House,Entire home/apt,6,1.0,3.0,3.0,Real Bed,392.0,850.0,1700.0,200.0,100.0,6,25.0,2,120,10,23,39,256,90,51,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,1,1,1,1,0,0,1.17,7,East
0,unknown,0.0,1.0,1,1,78702,30.273670000000003,-97.71954000000001,1,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,300.0,950.0,2500.0,200.0,125.0,4,25.0,2,7,1,1,1,1,12,0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,0,strict_14_with_grace_period,1,1,1,1,0,0,0.17,7,East
0,unknown,0.0,1.0,1,0,78702,30.25948,-97.73205,1,House,Entire home/apt,6,3.5,4.0,6.0,Real Bed,1280.0,0.0,0.0,1000.0,90.0,6,0.0,3,1125,0,0,0,56,4,0,95.0,9.0,7.0,10.0,10.0,10.0,9.0,0,strict_14_with_grace_period,0,0,1,1,0,0,0.06,6,East
1,within an hour,1.0,4.0,1,1,78702,30.274420000000003,-97.70428000000001,1,House,Private room,4,1.5,1.0,1.0,Real Bed,75.0,1050.0,2000.0,0.0,5.0,2,0.0,30,1124,30,60,90,365,14,0,97.0,9.0,9.0,10.0,10.0,9.0,10.0,0,strict_14_with_grace_period,1,1,4,1,3,0,0.19,7,East
1,within an hour,1.0,4.0,1,1,78702,30.2557,-97.73613,1,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,250.0,0.0,0.0,0.0,175.0,6,50.0,2,1125,13,31,52,301,196,32,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,0,0,4,3,1,0,2.57,8,East
0,within an hour,1.0,2.0,1,1,78702,30.2767,-97.71876,1,House,Private room,2,1.0,1.0,1.0,Real Bed,53.0,355.0,1250.0,0.0,45.0,1,10.0,3,100,12,21,41,41,137,27,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,0,0,2,0,2,0,2.16,7,East
1,within an hour,0.93,10.0,1,1,78702,30.25869,-97.72265,1,Bungalow,Entire home/apt,6,2.0,3.0,3.0,Real Bed,200.0,0.0,0.0,500.0,110.0,6,50.0,1,1125,10,21,51,312,401,62,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,1,1,7,7,0,0,5.31,7,East
