zipcode,unigram_top10,bigram_top10,unigram_dict,bigram_dict
78757,"[('neighborhood', 888), ('quiet', 821), ('easy', 787), ('time', 696), ('well', 644), ('super', 622), ('ing', 618), ('downtown', 607), ('needed', 599), ('close', 586)]","[('quiet_neighborhood', 218), ('enjoyed_stay', 156), ('jay_jayne', 142), ('easy_access', 137), ('next_time', 133), ('come_back', 121), ('chicken_coop', 121), ('everything_need', 120), ('super_clean', 120), ('visit_austin', 118)]","{'78757': {'unigram_words': ['neighborhood', 'quiet', 'easy', 'time', 'well', 'super', 'ing', 'downtown', 'needed', 'close'], 'unigram_count': [888, 821, 787, 696, 644, 622, 618, 607, 599, 586]}}","{'78757': {'bigram_words': ['quiet_neighborhood', 'enjoyed_stay', 'jay_jayne', 'easy_access', 'next_time', 'come_back', 'chicken_coop', 'everything_need', 'super_clean', 'visit_austin'], 'bigram_count': [218, 156, 142, 137, 133, 121, 121, 120, 120, 118]}}"
78738,"[('sue', 140), ('guest', 133), ('time', 130), ('pool', 125), ('area', 115), ('family', 112), ('loved', 99), ('made', 93), ('back', 93), ('quiet', 92)]","[('guest_house', 102), ('hill_country', 47), ('hot_tub', 36), ('hamilton_pool', 35), ('enjoyed_stay', 25), ('red_fence', 24), ('bee_cave', 24), ('great_time', 23), ('lake_travis', 22), ('come_back', 22)]","{'78738': {'unigram_words': ['sue', 'guest', 'time', 'pool', 'area', 'family', 'loved', 'made', 'back', 'quiet'], 'unigram_count': [140, 133, 130, 125, 115, 112, 99, 93, 93, 92]}}","{'78738': {'bigram_words': ['guest_house', 'hill_country', 'hot_tub', 'hamilton_pool', 'enjoyed_stay', 'red_fence', 'bee_cave', 'great_time', 'lake_travis', 'come_back'], 'bigram_count': [102, 47, 36, 35, 25, 24, 24, 23, 22, 22]}}"
78704,"[('close', 11785), ('easy', 11312), ('downtown', 9882), ('time', 9723), ('south', 9312), ('super', 9237), ('neighborhood', 9138), ('really', 9130), ('congress', 8930), ('quiet', 8567)]","[('south_congress', 6914), ('perfect_location', 2247), ('barton_springs', 2097), ('close_everything', 1936), ('come_back', 1868), ('zilker_park', 1853), ('enjoyed_stay', 1844), ('location_perfect', 1781), ('place_perfect', 1664), ('next_time', 1575)]","{'78704': {'unigram_words': ['close', 'easy', 'downtown', 'time', 'south', 'super', 'neighborhood', 'really', 'congress', 'quiet'], 'unigram_count': [11785, 11312, 9882, 9723, 9312, 9237, 9138, 9130, 8930, 8567]}}","{'78704': {'bigram_words': ['south_congress', 'perfect_location', 'barton_springs', 'close_everything', 'come_back', 'zilker_park', 'enjoyed_stay', 'location_perfect', 'place_perfect', 'next_time'], 'bigram_count': [6914, 2247, 2097, 1936, 1868, 1853, 1844, 1781, 1664, 1575]}}"
78727,"[('jinny', 359), ('quiet', 189), ('super', 188), ('ing', 182), ('easy', 177), ('time', 172), ('really', 165), ('good', 148), ('neighborhood', 147), ('ed', 147)]","[('enjoyed_stay', 52), ('quiet_neighborhood', 45), ('jinny_great', 44), (""jinny's_place"", 41), ('super_clean', 38), ('quick_respond', 36), ('hot_tub', 36), ('north_austin', 31), ('recommend_anyone', 31), ('great_value', 30)]","{'78727': {'unigram_words': ['jinny', 'quiet', 'super', 'ing', 'easy', 'time', 'really', 'good', 'neighborhood', 'ed'], 'unigram_count': [359, 189, 188, 182, 177, 172, 165, 148, 147, 147]}}","{'78727': {'bigram_words': ['enjoyed_stay', 'quiet_neighborhood', 'jinny_great', ""jinny's_place"", 'super_clean', 'quick_respond', 'hot_tub', 'north_austin', 'recommend_anyone', 'great_value'], 'bigram_count': [52, 45, 44, 41, 38, 36, 36, 31, 31, 30]}}"
78750,"[('karen', 215), ('family', 170), ('ing', 136), ('tami', 134), ('quiet', 120), ('time', 120), ('really', 119), ('like', 117), ('super', 117), ('neighborhood', 116)]","[('enjoyed_stay', 40), ('like_home', 38), ('away_home', 33), ('karen_bill', 32), ('home_away', 31), ('quiet_neighborhood', 27), ('hot_tub', 27), ('karen_family', 27), ('super_clean', 25), ('house_great', 23)]","{'78750': {'unigram_words': ['karen', 'family', 'ing', 'tami', 'quiet', 'time', 'really', 'like', 'super', 'neighborhood'], 'unigram_count': [215, 170, 136, 134, 120, 120, 119, 117, 117, 116]}}","{'78750': {'bigram_words': ['enjoyed_stay', 'like_home', 'away_home', 'karen_bill', 'home_away', 'quiet_neighborhood', 'hot_tub', 'karen_family', 'super_clean', 'house_great'], 'bigram_count': [40, 38, 33, 32, 31, 27, 27, 27, 25, 23]}}"
78712,"[('elizabeth', 22), ('cozy', 10), ('camp', 8), ('parking', 8), ('studio', 7), ('super', 6), ('close', 6), ('small', 5), ('easy', 5), ('visit', 5)]","[('ut_campus', 4), ('visit_austin', 4), ('elizabeth’s_place', 4), ('apartment_perfect', 3), ('cozy_place', 3), ('campus_downtown', 3), ('studio_great', 3), ('paid_parking', 3), ('parking_lot', 3), ('clean_host', 2)]","{'78712': {'unigram_words': ['elizabeth', 'cozy', 'camp', 'parking', 'studio', 'super', 'close', 'small', 'easy', 'visit'], 'unigram_count': [22, 10, 8, 8, 7, 6, 6, 5, 5, 5]}}","{'78712': {'bigram_words': ['ut_campus', 'visit_austin', 'elizabeth’s_place', 'apartment_perfect', 'cozy_place', 'campus_downtown', 'studio_great', 'paid_parking', 'parking_lot', 'clean_host'], 'bigram_count': [4, 4, 4, 3, 3, 3, 3, 3, 3, 2]}}"
78726,"[('lake', 97), ('view', 43), ('driveway', 43), ('back', 35), ('time', 33), ('get', 29), ('views', 28), ('ames', 28), ('group', 27), ('travis', 25)]","[('lake_travis', 24), ('upper_driveway', 12), ('lower_driveway', 12), ('downtown_austin', 11), ('enjoyed_stay', 11), ('lake_house', 10), ('right_lake', 10), ('great_house', 9), ('beautiful_home', 9), ('beautiful_house', 8)]","{'78726': {'unigram_words': ['lake', 'view', 'driveway', 'back', 'time', 'get', 'views', 'ames', 'group', 'travis'], 'unigram_count': [97, 43, 43, 35, 33, 29, 28, 28, 27, 25]}}","{'78726': {'bigram_words': ['lake_travis', 'upper_driveway', 'lower_driveway', 'downtown_austin', 'enjoyed_stay', 'lake_house', 'right_lake', 'great_house', 'beautiful_home', 'beautiful_house'], 'bigram_count': [24, 12, 12, 11, 11, 10, 10, 9, 9, 8]}}"
78733,"[('quiet', 179), ('time', 175), ('lata', 168), ('loved', 162), ('wonderful', 157), ('back', 153), ('area', 140), ('away', 129), ('enjoyed', 128), ('well', 127)]","[('hill_country', 73), ('enjoyed_stay', 37), ('come_back', 34), ('guest_house', 33), ('craig_sandy', 33), ('get_away', 32), ('dr_foo', 32), ('downtown_austin', 31), ('make_sure', 26), ('close_enough', 26)]","{'78733': {'unigram_words': ['quiet', 'time', 'lata', 'loved', 'wonderful', 'back', 'area', 'away', 'enjoyed', 'well'], 'unigram_count': [179, 175, 168, 162, 157, 153, 140, 129, 128, 127]}}","{'78733': {'bigram_words': ['hill_country', 'enjoyed_stay', 'come_back', 'guest_house', 'craig_sandy', 'get_away', 'dr_foo', 'downtown_austin', 'make_sure', 'close_enough'], 'bigram_count': [73, 37, 34, 33, 33, 32, 32, 31, 26, 26]}}"
78751,"[('neighborhood', 2794), ('easy', 2219), ('quiet', 2154), ('really', 1907), ('super', 1808), ('well', 1738), ('time', 1728), ('downtown', 1706), ('close', 1685), ('ing', 1628)]","[('hyde_park', 1049), ('enjoyed_stay', 460), ('quiet_neighborhood', 400), ('come_back', 345), ('really_enjoyed', 337), ('everything_need', 336), ('next_time', 322), ('super_clean', 318), ('place_perfect', 301), ('easy_access', 294)]","{'78751': {'unigram_words': ['neighborhood', 'easy', 'quiet', 'really', 'super', 'well', 'time', 'downtown', 'close', 'ing'], 'unigram_count': [2794, 2219, 2154, 1907, 1808, 1738, 1728, 1706, 1685, 1628]}}","{'78751': {'bigram_words': ['hyde_park', 'enjoyed_stay', 'quiet_neighborhood', 'come_back', 'really_enjoyed', 'everything_need', 'next_time', 'super_clean', 'place_perfect', 'easy_access'], 'bigram_count': [1049, 460, 400, 345, 337, 336, 322, 318, 301, 294]}}"
78753,"[('super', 399), ('easy', 392), ('quiet', 340), ('really', 338), ('time', 327), ('ing', 300), ('loved', 278), ('back', 256), ('downtown', 251), ('made', 243)]","[('quiet_neighborhood', 91), ('super_clean', 81), ('enjoyed_stay', 70), ('come_back', 68), ('downtown_austin', 55), ('next_time', 54), ('quick_respond', 53), ('trip_austin', 52), ('really_enjoyed', 49), ('really_nice', 47)]","{'78753': {'unigram_words': ['super', 'easy', 'quiet', 'really', 'time', 'ing', 'loved', 'back', 'downtown', 'made'], 'unigram_count': [399, 392, 340, 338, 327, 300, 278, 256, 251, 243]}}","{'78753': {'bigram_words': ['quiet_neighborhood', 'super_clean', 'enjoyed_stay', 'come_back', 'downtown_austin', 'next_time', 'quick_respond', 'trip_austin', 'really_enjoyed', 'really_nice'], 'bigram_count': [91, 81, 70, 68, 55, 54, 53, 52, 49, 47]}}"
78719,"[('rebecca', 22), ('close', 21), ('airport', 17), ('decorated', 15), ('ing', 14), ('well', 13), ('easy', 12), ('cota', 12), ('roni', 12), ('wonderful', 11)]","[('close_airport', 7), ('beautiful_home', 6), ('enjoyed_stay', 6), ('felt_like', 4), ('great_experience', 4), ('amazing_host', 4), ('beautifully_decorated', 4), ('washer_dryer', 4), ('house_beautiful', 3), ('well_decorated', 3)]","{'78719': {'unigram_words': ['rebecca', 'close', 'airport', 'decorated', 'ing', 'well', 'easy', 'cota', 'roni', 'wonderful'], 'unigram_count': [22, 21, 17, 15, 14, 13, 12, 12, 12, 11]}}","{'78719': {'bigram_words': ['close_airport', 'beautiful_home', 'enjoyed_stay', 'felt_like', 'great_experience', 'amazing_host', 'beautifully_decorated', 'washer_dryer', 'house_beautiful', 'well_decorated'], 'bigram_count': [7, 6, 6, 4, 4, 4, 4, 4, 3, 3]}}"
78732,"[('lake', 394), ('view', 198), ('time', 191), ('views', 176), ('pool', 161), ('area', 148), ('travis', 139), ('loved', 134), ('wonderful', 130), ('well', 124)]","[('lake_travis', 135), ('view_lake', 49), ('beautiful_home', 49), ('great_time', 46), ('views_lake', 36), ('come_back', 31), ('guest_house', 29), ('quick_respond', 28), ('downtown_austin', 26), ('enjoyed_stay', 26)]","{'78732': {'unigram_words': ['lake', 'view', 'time', 'views', 'pool', 'area', 'travis', 'loved', 'wonderful', 'well'], 'unigram_count': [394, 198, 191, 176, 161, 148, 139, 134, 130, 124]}}","{'78732': {'bigram_words': ['lake_travis', 'view_lake', 'beautiful_home', 'great_time', 'views_lake', 'come_back', 'guest_house', 'quick_respond', 'downtown_austin', 'enjoyed_stay'], 'bigram_count': [135, 49, 49, 46, 36, 31, 29, 28, 26, 26]}}"
78745,"[('easy', 1330), ('downtown', 1285), ('quiet', 1219), ('close', 1181), ('super', 1174), ('time', 1170), ('really', 1134), ('ing', 1007), ('well', 1001), ('needed', 925)]","[('enjoyed_stay', 282), ('quiet_neighborhood', 268), ('downtown_austin', 221), ('south_austin', 221), ('quick_respond', 212), ('easy_access', 207), ('close_downtown', 203), ('super_clean', 201), ('next_time', 197), ('south_congress', 185)]","{'78745': {'unigram_words': ['easy', 'downtown', 'quiet', 'close', 'super', 'time', 'really', 'ing', 'well', 'needed'], 'unigram_count': [1330, 1285, 1219, 1181, 1174, 1170, 1134, 1007, 1001, 925]}}","{'78745': {'bigram_words': ['enjoyed_stay', 'quiet_neighborhood', 'downtown_austin', 'south_austin', 'quick_respond', 'easy_access', 'close_downtown', 'super_clean', 'next_time', 'south_congress'], 'bigram_count': [282, 268, 221, 221, 212, 207, 203, 201, 197, 185]}}"
78747,"[('kiko', 58), ('quiet', 47), ('really', 46), ('neighborhood', 45), ('friendly', 44), ('downtown', 42), ('super', 36), ('ed', 36), ('easy', 35), ('time', 34)]","[('quiet_neighborhood', 17), ('downtown_austin', 16), ('come_back', 13), ('clean_quiet', 12), ('beautiful_home', 11), ('enjoyed_stay', 10), (""kiko's_place"", 10), ('quick_respond', 9), ('south_austin', 8), ('felt_like', 8)]","{'78747': {'unigram_words': ['kiko', 'quiet', 'really', 'neighborhood', 'friendly', 'downtown', 'super', 'ed', 'easy', 'time'], 'unigram_count': [58, 47, 46, 45, 44, 42, 36, 36, 35, 34]}}","{'78747': {'bigram_words': ['quiet_neighborhood', 'downtown_austin', 'come_back', 'clean_quiet', 'beautiful_home', 'enjoyed_stay', ""kiko's_place"", 'quick_respond', 'south_austin', 'felt_like'], 'bigram_count': [17, 16, 13, 12, 11, 10, 10, 9, 8, 8]}}"
78731,"[('neighborhood', 784), ('easy', 728), ('quiet', 722), ('downtown', 645), ('time', 641), ('close', 586), ('well', 570), ('really', 566), ('ing', 538), ('loved', 515)]","[('tiny_house', 226), ('easy_access', 145), ('enjoyed_stay', 141), ('quiet_neighborhood', 140), ('come_back', 136), ('next_time', 121), ('really_enjoyed', 107), ('downtown_austin', 106), ('easy_get', 105), ('trip_austin', 104)]","{'78731': {'unigram_words': ['neighborhood', 'easy', 'quiet', 'downtown', 'time', 'close', 'well', 'really', 'ing', 'loved'], 'unigram_count': [784, 728, 722, 645, 641, 586, 570, 566, 538, 515]}}","{'78731': {'bigram_words': ['tiny_house', 'easy_access', 'enjoyed_stay', 'quiet_neighborhood', 'come_back', 'next_time', 'really_enjoyed', 'downtown_austin', 'easy_get', 'trip_austin'], 'bigram_count': [226, 145, 141, 140, 136, 121, 107, 106, 105, 104]}}"
78742,"[('dog', 28), ('suzanne', 15), ('little', 14), ('loved', 12), ('downtown', 11), ('really', 10), ('yard', 10), ('cozy', 9), ('time', 8), ('easy', 8)]","[('enjoyed_stay', 5), ('close_airport', 4), ('dog_friendly', 4), ('really_enjoyed', 3), ('fenced_yard', 3), ('next_time', 3), ('short_drive', 3), ('even_left', 3), ('beautiful_property', 2), ('live_oak', 2)]","{'78742': {'unigram_words': ['dog', 'suzanne', 'little', 'loved', 'downtown', 'really', 'yard', 'cozy', 'time', 'easy'], 'unigram_count': [28, 15, 14, 12, 11, 10, 10, 9, 8, 8]}}","{'78742': {'bigram_words': ['enjoyed_stay', 'close_airport', 'dog_friendly', 'really_enjoyed', 'fenced_yard', 'next_time', 'short_drive', 'even_left', 'beautiful_property', 'live_oak'], 'bigram_count': [5, 4, 4, 3, 3, 3, 3, 3, 2, 2]}}"
78702,"[('downtown', 11231), ('easy', 10557), ('close', 10480), ('super', 8920), ('really', 8711), ('time', 8399), ('well', 7257), ('ing', 7143), ('also', 6899), ('loved', 6857)]","[('east_austin', 3423), ('close_downtown', 2143), ('6th_street', 1869), ('come_back', 1639), ('enjoyed_stay', 1597), ('place_perfect', 1545), ('downtown_austin', 1479), ('bars_restaurants', 1475), ('great_time', 1469), ('close_everything', 1468)]","{'78702': {'unigram_words': ['downtown', 'easy', 'close', 'super', 'really', 'time', 'well', 'ing', 'also', 'loved'], 'unigram_count': [11231, 10557, 10480, 8920, 8711, 8399, 7257, 7143, 6899, 6857]}}","{'78702': {'bigram_words': ['east_austin', 'close_downtown', '6th_street', 'come_back', 'enjoyed_stay', 'place_perfect', 'downtown_austin', 'bars_restaurants', 'great_time', 'close_everything'], 'bigram_count': [3423, 2143, 1869, 1639, 1597, 1545, 1479, 1475, 1469, 1468]}}"
78746,"[('downtown', 831), ('close', 641), ('time', 634), ('easy', 574), ('quiet', 554), ('really', 520), ('ing', 514), ('neighborhood', 506), ('wonderful', 496), ('also', 466)]","[('downtown_austin', 167), ('close_downtown', 144), ('beautiful_home', 131), ('enjoyed_stay', 127), ('zilker_park', 125), ('great_time', 108), ('come_back', 104), ('house_great', 100), ('quiet_neighborhood', 99), ('quick_respond', 96)]","{'78746': {'unigram_words': ['downtown', 'close', 'time', 'easy', 'quiet', 'really', 'ing', 'neighborhood', 'wonderful', 'also'], 'unigram_count': [831, 641, 634, 574, 554, 520, 514, 506, 496, 466]}}","{'78746': {'bigram_words': ['downtown_austin', 'close_downtown', 'beautiful_home', 'enjoyed_stay', 'zilker_park', 'great_time', 'come_back', 'house_great', 'quiet_neighborhood', 'quick_respond'], 'bigram_count': [167, 144, 131, 127, 125, 108, 104, 100, 99, 96]}}"
78724,"[('community', 1134), ('tiny', 625), ('experience', 440), ('really', 430), ('first', 420), ('time', 401), ('loved', 383), ('ing', 379), ('super', 353), ('friendly', 345)]","[('tiny_house', 286), ('community_first', 280), ('tiny_home', 192), ('first_village', 95), ('come_back', 85), ('enjoyed_stay', 80), ('great_experience', 77), ('tiny_homes', 70), ('really_enjoyed', 59), ('super_clean', 59)]","{'78724': {'unigram_words': ['community', 'tiny', 'experience', 'really', 'first', 'time', 'loved', 'ing', 'super', 'friendly'], 'unigram_count': [1134, 625, 440, 430, 420, 401, 383, 379, 353, 345]}}","{'78724': {'bigram_words': ['tiny_house', 'community_first', 'tiny_home', 'first_village', 'come_back', 'enjoyed_stay', 'great_experience', 'tiny_homes', 'really_enjoyed', 'super_clean'], 'bigram_count': [286, 280, 192, 95, 85, 80, 77, 70, 59, 59]}}"
78748,"[('quiet', 537), ('time', 528), ('ing', 485), ('neighborhood', 475), ('friendly', 470), ('really', 460), ('super', 449), ('easy', 430), ('downtown', 387), ('ed', 385)]","[('leia_keri', 176), ('enjoyed_stay', 113), ('quiet_neighborhood', 113), ('beautiful_home', 96), ('leia_', 93), ('south_austin', 86), ('downtown_austin', 85), ('super_clean', 85), ('ed', 83), ('come_back', 80)]","{'78748': {'unigram_words': ['quiet', 'time', 'ing', 'neighborhood', 'friendly', 'really', 'super', 'easy', 'downtown', 'ed'], 'unigram_count': [537, 528, 485, 475, 470, 460, 449, 430, 387, 385]}}","{'78748': {'bigram_words': ['leia_keri', 'enjoyed_stay', 'quiet_neighborhood', 'beautiful_home', 'leia_', 'south_austin', 'downtown_austin', 'super_clean', 'ed', 'come_back'], 'bigram_count': [176, 113, 113, 96, 93, 86, 85, 85, 83, 80]}}"
78737,"[('quiet', 593), ('time', 556), ('back', 521), ('loved', 501), ('close', 488), ('area', 460), ('wonderful', 456), ('pool', 416), ('country', 391), ('property', 382)]","[('hill_country', 274), ('dripping_springs', 161), ('get_away', 115), ('downtown_austin', 111), ('come_back', 106), ('tiny_house', 105), ('enjoyed_stay', 103), ('close_enough', 102), ('really_enjoyed', 92), ('diane_gary', 86)]","{'78737': {'unigram_words': ['quiet', 'time', 'back', 'loved', 'close', 'area', 'wonderful', 'pool', 'country', 'property'], 'unigram_count': [593, 556, 521, 501, 488, 460, 456, 416, 391, 382]}}","{'78737': {'bigram_words': ['hill_country', 'dripping_springs', 'get_away', 'downtown_austin', 'come_back', 'tiny_house', 'enjoyed_stay', 'close_enough', 'really_enjoyed', 'diane_gary'], 'bigram_count': [274, 161, 115, 111, 106, 105, 103, 102, 92, 86]}}"
78759,"[('time', 206), ('easy', 206), ('quiet', 205), ('neighborhood', 202), ('really', 197), ('ing', 174), ('close', 172), ('well', 171), ('family', 171), ('ed', 168)]","[('hot_tub', 56), ('enjoyed_stay', 53), ('quiet_neighborhood', 42), ('really_enjoyed', 38), ('quick_respond', 36), ('downtown_austin', 35), ('come_back', 33), ('beautiful_home', 31), ('mary_beth', 30), ('great_value', 29)]","{'78759': {'unigram_words': ['time', 'easy', 'quiet', 'neighborhood', 'really', 'ing', 'close', 'well', 'family', 'ed'], 'unigram_count': [206, 206, 205, 202, 197, 174, 172, 171, 171, 168]}}","{'78759': {'bigram_words': ['hot_tub', 'enjoyed_stay', 'quiet_neighborhood', 'really_enjoyed', 'quick_respond', 'downtown_austin', 'come_back', 'beautiful_home', 'mary_beth', 'great_value'], 'bigram_count': [56, 53, 42, 38, 36, 35, 33, 31, 30, 29]}}"
78701,"[('downtown', 5345), ('easy', 4540), ('street', 4224), ('close', 3090), ('6th', 2918), ('condo', 2806), ('time', 2806), ('walking', 2726), ('really', 2664), ('well', 2653)]","[('6th_street', 1969), ('downtown_austin', 1550), ('perfect_location', 1262), ('convention_center', 1240), ('location_perfect', 804), ('close_everything', 609), ('place_perfect', 579), ('rainey_street', 557), ('across_street', 544), ('apartment_clean', 512)]","{'78701': {'unigram_words': ['downtown', 'easy', 'street', 'close', '6th', 'condo', 'time', 'walking', 'really', 'well'], 'unigram_count': [5345, 4540, 4224, 3090, 2918, 2806, 2806, 2726, 2664, 2653]}}","{'78701': {'bigram_words': ['6th_street', 'downtown_austin', 'perfect_location', 'convention_center', 'location_perfect', 'close_everything', 'place_perfect', 'rainey_street', 'across_street', 'apartment_clean'], 'bigram_count': [1969, 1550, 1262, 1240, 804, 609, 579, 557, 544, 512]}}"
